sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg,ra,dec,sy_vmag,sy_kmag,sy_gaiamag
1.0,1.0,6.393305931683741,0.7246458476193163,2.2857943325964074,1.977962372729982,0.22399999999999998,812.8399999999999,5166.0,1.1400000000000001,0.2,0.0516,4.512,269.9834167,-28.99775,17.13790000000002,14.218,10.366859999999999
1.0,1.0,6.3155402437316095,1.1631508098056809,2.2857943325964074,3.0492730404820207,0.14,867.8399999999999,5166.0,1.1400000000000001,0.47,0.0196,4.436,269.640125,-31.2623889,16.911520000000017,14.218,10.366859999999999
1.0,1.0,5.2319728446932725,1.5216989981260935,2.4224333881709645,5.713524830088601,0.38713120000000006,667.24,5298.8,1.3299999999999998,0.73,0.068,4.354,264.0579167,-25.5248806,16.911520000000017,13.945600000000002,9.770026000000001
1.0,1.0,4.541671602502159,1.0577902941478545,2.2857943325964074,6.7143835776015495,0.22400000000000003,832.8399999999999,5308.4,1.1400000000000001,0.41,0.0516,4.436,269.9032083,-30.8653611,15.582320000000015,11.481399999999999,10.366859999999999
1.0,1.0,6.036591629848945,0.9932517730102833,2.2857943325964074,4.117204602367905,0.22399999999999998,870.24,5166.0,1.1400000000000001,0.3,0.0516,4.436,270.5440417,-27.5806694,15.634320000000013,12.8082,10.863846
1.0,1.0,6.586573789145388,1.4816045409242156,2.4224333881709645,5.5254529391317835,0.21820000000000003,950.4399999999999,5351.0,1.1400000000000001,0.11,-0.12378,4.496,265.597125,-33.7597778,15.810940000000011,13.945600000000002,10.293896
1.0,1.0,6.586573789145388,1.3912819026309298,2.4224333881709645,4.426466755872607,0.16820000000000002,950.4399999999999,5210.4,1.1,0.63,-0.12378,4.496,265.3619167,-34.6986694,15.810940000000011,13.945600000000002,10.213462000000002
1.0,1.0,5.603952477496498,1.3164082336557241,2.4224333881709645,6.867809764824057,0.30219999999999997,667.24,5166.0,1.1400000000000001,0.45,-0.04778,4.508000000000001,263.96425,-29.5858611,16.911520000000017,13.945600000000002,10.293896
1.0,1.0,6.079745064241756,1.1568811967920856,2.4224333881709645,6.944203508120242,0.4812912,667.24,5432.8,1.33,0.42,0.06800000000000002,4.354000000000001,263.46525,-24.8103611,14.783940000000012,12.131800000000002,9.009518
1.0,1.0,6.39330593168374,0.7654678421395714,2.2857943325964074,3.146218676683306,0.22399999999999998,870.24,5166.0,1.1400000000000001,0.14,0.0516,4.436,270.0624167,-28.6124389,15.634320000000017,14.218,10.366859999999999
1.0,1.0,5.103552397081774,0.6151856390902335,2.2857943325964074,4.9344739331306915,0.22399999999999998,870.24,5166.0,1.1400000000000001,0.11,0.0516,4.436,268.799,-28.86275,15.40794000000001,13.945600000000002,10.863846
1.0,1.0,6.687787639525121,0.6523251860396903,2.2857943325964074,2.322387720290225,0.154,867.8399999999999,5448.2,1.1400000000000001,0.11,0.0516,4.436,269.496333,-30.715175,17.13790000000002,14.218,10.893775999999999
1.0,1.0,4.016125714745444,1.7101878155342434,2.2857943325964074,7.065279012234575,0.22399999999999998,667.24,5308.4,1.1400000000000001,0.73,-0.008400000000000001,4.436,268.1020833,-30.5483889,16.911520000000017,12.5358,10.366859999999999
1.0,1.0,5.176601659864369,0.9555114450274363,2.2857943325964074,7.00397413672268,0.22400000000000003,870.24,5411.6,1.1400000000000001,0.3,0.0516,4.436,270.184333,-28.6608889,17.13790000000002,14.218,10.863846
1.0,1.0,5.429973009590574,0.4824261492442927,2.2857943325964074,4.110873864173311,0.22399999999999998,667.24,5166.0,1.1400000000000001,0.11,-0.12378,4.496,267.8745,-30.6463889,16.911520000000017,13.945600000000002,10.293896
1.0,1.0,5.937109087732843,1.366091653802371,2.2857943325964074,7.4704593276134466,0.2432,832.8399999999999,5414.2,1.108,0.56,0.0516,4.498,274.0005417,-29.7438889,11.831160000000008,9.575399999999998,8.912158000000002
1.0,1.0,4.465218391283084,1.2809338454620642,2.2857943325964074,7.1610050943038335,0.22399999999999998,870.24,5308.4,1.1400000000000001,0.79,0.0516,4.377999999999999,269.5957917,-27.5669389,14.07874000000001,11.481400000000002,10.863846
1.0,1.0,6.39330593168374,1.4609379041156565,2.2857943325964074,2.423031246069913,0.22399999999999998,609.8399999999999,5166.0,1.1400000000000001,0.76,-0.09178,4.5120000000000005,268.458458,-29.8774389,17.13790000000002,14.218,10.366859999999999
1.0,1.0,5.429973009590574,1.5040773967762742,2.2857943325964074,4.875197323201151,0.184,870.24,5448.2,1.1400000000000001,0.56,0.0516,4.5120000000000005,268.999667,-29.8631389,17.13790000000002,13.945600000000002,10.863846
1.0,1.0,4.465218391283084,1.5933085305042167,2.2857943325964074,7.473637108496206,0.22399999999999998,870.24,5308.4,1.1400000000000001,0.55,0.0516,4.377999999999999,269.533542,-27.1442222,14.07874000000001,11.481400000000002,10.863846
