sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,ra,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_rade_missing,pl_orbper_missing,pl_orbsmax_missing,pl_orbeccen_missing,st_teff_missing,st_rad_missing,st_mass_missing,st_met_missing,st_logg_missing,sy_dist_missing,ra_missing,dec_missing
2.0,1.0,8,1.7234056791993244,0.4636019009608926,0.9082585601768908,0.20285999999999998,612.712,190,4782.0,0.73,0.79,0.18,4.61,297.3539994,41.3000452,5.344098245452302,13.206,10.757,12.9618,0,0,1,1,0,0,0,0,0,0,0,0
1.0,1.0,7,6.6895992691789665,1.1314021114911006,2.3158471297993626,0.1,1037.0,157,3860.0,38.409499999999994,1.84,-0.4,1.6624999999999999,46.5318358,76.78236720799998,5.416749080655943,5.50474,1.5122200000000001,4.73199,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,8,1.2504707147165097,0.028295869154847303,1.2281774930227534,0.0,703.0,155,3476.0,0.51,0.51,0.05,4.8,42.2476999,-14.5372835,3.6606625760892073,12.26,8.646,12.0966,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,2,8.499397478565905,5.846438775057725,2.7941576309995435,0.421,2181.4,183,2953.0,0.8641,0.09,-0.13199999999999998,3.9899999999999998,241.4752653,-18.3124167,4.976864768319065,9.4912,12.507,15.989448,1,1,0,1,0,1,0,1,1,0,0,0
1.0,1.0,2,4.83139099206512,3.7954891891721947,2.5325959055716267,0.11232,510.0,43,6234.0,1.0699999999999998,1.22,0.28,4.6,199.192348,9.4249781,2.919385643628632,5.18799,4.033,5.04156,1,1,0,1,0,1,0,0,0,0,0,0
1.0,1.0,8,1.624608770807021,0.04917104400644938,2.7214269981438486,0.0,1327.0,38,6057.0,1.24,1.01,-0.26,4.04,70.4322947,-40.0445299,6.980959271240553,14.126,12.73,13.9535,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.9998025129336632,0.050693114315518116,2.332435114962931,0.0,565.0,144,3659.0,0.54,0.53,0.376,4.7,103.4128333,12.8815784,5.009047367340964,15.403,11.238,14.6439,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,3,6.512274493278966,0.29416103854949005,2.4503304013914105,0.22399999999999998,1011.7120000000001,190,5536.4,1.284,0.09,0.0416,4.378,266.41775,-26.0318,8.802672840312818,16.8172,15.01963999999999,10.863846,1,1,0,1,1,1,0,1,1,0,0,0
1.0,1.0,8,2.0185447812745543,0.07045846364856141,1.3599503857802886,0.211,1129.0,190,6007.0,1.32,1.2,0.215,4.28,136.777644,46.6724251,4.609670046412983,8.99,7.622,8.85184,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,3,6.462185429987281,1.3270750014599193,2.4503304013914105,0.31815999999999994,1011.7119999999999,40,5528.0,1.284,0.92,0.0416,4.378,266.406,-24.4472778,8.38958706681109,17.02,15.01963999999999,9.770026,1,1,0,1,1,1,0,1,1,0,0,0
1.0,4.0,8,2.6933763988684167,0.08736964613690709,0.9202827531436926,0.017,410.0,190,3841.0,0.54,0.54,-0.18,4.71,290.3814122,43.2930645,4.217482125662608,13.04,9.506,12.4715,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,7,1.446871923005495,0.04018178963283183,2.682282544904168,0.14,1049.2,81,5576.0,1.082,0.87,0.0776,4.348000000000001,88.6260731,-19.7044472,3.188824781495867,7.51,5.756,7.32113,1,0,0,0,0,1,0,1,1,0,0,0
3.0,1.0,7,6.268194172380714,0.8241754429663494,1.7100015452545025,0.8206009999999999,782.2,190,4454.6,0.8540000000000001,1.01,-0.254,4.536,10.8027515,-37.9831248,3.7582352597323276,7.88,6.289,7.71051,1,0,0,0,1,1,0,1,1,0,0,0
1.0,4.0,7,1.9110214107638377,0.05603811987827514,2.1555210508979856,0.0,1156.0,117,4935.0,0.73,0.77,-0.1,4.4,340.8380941,-6.4020685,3.1178348554123554,8.11,5.775,7.80163,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,7,2.8583075976423187,0.11689375147149933,1.4199095480956305,0.0,594.8,190,5216.0,0.84,0.93,0.248,4.56,296.2446203,74.0628577,4.203947565788045,9.92,7.923,9.68443,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.5146548136981408,0.04736057135983759,2.8021475244813256,0.0,1648.0,15,6351.0,1.4,1.21,-0.157,4.22,312.4574879,-24.4286938,6.021535354175013,12.433,10.694,11.8914,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.4052851638776458,0.022416854284000053,1.3506671834767394,0.17,449.0,190,3100.0,0.2,0.17,-0.26,5.04,8.8060544,-3.3720833,4.0328059812055015,8.886,11.894,15.6955,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,8,2.282770983631947,0.07894980297840128,2.24855120450156,0.208,860.8,190,5555.0,0.91,0.95,0.099,4.5,254.1305022,44.3025361,5.510816466162932,12.036,10.506,12.0845,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.6929091973521406,0.05638033343610764,2.564487712458339,0.06,1448.0,35,6330.0,1.38,1.34,0.31,4.37,141.9206435,-19.3476477,6.413668771220423,12.868,11.452,12.6547,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.8730357234624087,0.054393483830331636,2.4975760528886632,0.084,852.0,108,4803.0,0.75,0.77,0.1,4.57,256.346376,33.0123251,5.090062427727577,12.597,10.234,12.3682,0,0,0,0,0,0,0,0,0,0,0,0
3.0,1.0,7,7.170119543449628,1.3297240096314962,1.2585652409134984,0.0,1754.0,190,4922.0,4.63,2.6,0.17,3.65,238.2342443,15.4306118,4.5873167577685,7.46,5.11,7.18949,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,8,2.9780240290063134,0.21016516376249514,1.358409157630355,0.020142,998.2,190,5858.0,0.89,0.98,0.026200000000000008,4.53,290.4617926,40.5624966,7.2204250424355925,15.367,13.807,15.3877,0,0,1,1,0,0,0,1,0,0,0,0
1.0,1.0,7,9.587735881188854,2.567024126715427,2.374413118946902,0.034,820.6,190,5568.2,1.2880000000000003,1.07,-0.061959999999999994,4.31,299.4048303,-37.7448845,4.179602875715677,7.34,5.8,7.17761,1,0,0,0,1,1,0,1,1,0,0,0
1.0,2.0,7,7.424165281042028,1.3609765531356006,2.5222571281391994,0.6,1314.8,190,5671.0,1.068,1.14,0.022,4.386,97.7204249,0.2268931,6.73940881410076,14.63,12.513,14.4686,1,0,0,0,1,1,0,1,1,0,0,0
1.0,1.0,3,5.2590133683401294,1.3762440252663892,2.4503304013914105,0.22399999999999998,1011.7119999999999,190,5544.0,1.284,0.61,-0.09840000000000002,4.512,267.5759583,-29.2029194,8.762646029650282,16.4732,15.01963999999999,10.863846,1,1,0,1,1,1,0,1,1,0,0,0
1.0,1.0,3,6.687787639525121,0.9555114450274363,2.6780387662724796,0.154,1069.9119999999998,190,5544.0,1.3299999999999998,0.33,-0.12840000000000001,4.366,269.105833,-33.1424694,8.77971129020447,16.8172,15.01963999999999,10.822476,1,1,0,1,1,1,0,1,1,0,0,0
1.0,2.0,7,1.575845967997565,0.04783732941416013,2.5674005641231545,0.091,887.0,190,5235.8,2.994,1.04,-0.22199999999999998,4.066,349.6947029,18.6457524,4.305604448329429,8.04,6.53,7.88338,1,0,0,0,1,1,0,1,1,0,0,0
1.0,2.0,7,6.439149136796326,0.9001613499442714,2.4809384128832166,0.383,915.8,190,5183.8,1.748,1.06,0.014000000000000012,3.9800000000000004,292.1022982,8.3579183,4.010881428220841,7.86,6.422,7.71818,1,0,0,0,1,1,0,1,1,0,0,0
1.0,1.0,7,3.6999684928287953,0.20538682972495073,2.0755482442175803,0.419,1089.6,190,5273.8,1.09,1.01,0.05619999999999999,4.386000000000001,128.7195554,-14.4574311,4.258885363026499,8.83,7.216,8.6469,1,0,0,0,1,1,0,1,1,0,0,0
1.0,1.0,3,6.56429999690081,0.6418538861723948,2.4503304013914105,0.154,1011.7120000000001,190,5544.0,1.3299999999999998,0.1,-0.09840000000000002,4.5120000000000005,268.143097,-32.0400925,8.88336291691676,16.4732,15.01963999999999,10.822476,1,1,0,1,1,1,0,1,1,0,0,0
1.0,1.0,7,4.45391417921605,0.3407487933884732,2.654291451362411,0.228,861.6,190,5531.654,2.776,1.24,0.1322,3.8240000000000003,210.5886904,20.8810286,3.9936546039918945,7.659,5.51,7.4131,1,0,0,0,1,1,0,1,1,0,0,0
1.0,1.0,3,5.2590133683401294,1.7047480922384253,2.4503304013914105,0.154,1011.7119999999999,190,5544.0,1.33,0.73,-0.09840000000000002,4.5120000000000005,268.790125,-31.3133306,8.24301946898925,16.8172,15.01963999999999,10.822476,1,1,0,1,1,1,0,1,1,0,0,0
1.0,1.0,3,5.096486509487754,1.1969481893889715,2.4503304013914105,0.22400000000000003,1011.7119999999999,190,5536.4,1.284,0.47,-0.09840000000000002,4.5120000000000005,269.4067917,-28.7150611,8.863757191604241,16.676,15.01963999999999,10.822476,1,1,0,1,1,1,0,1,1,0,0,0
1.0,1.0,3,6.439514059863164,1.6620303625532709,2.4503304013914105,0.31815999999999994,1011.7119999999999,190,5500.4,1.2840000000000003,0.69,0.0416,4.378,268.6785,-22.8204111,8.684570300824369,15.3,13.401111999999992,10.311208,1,1,0,1,1,1,0,1,1,0,0,0
1.0,3.0,7,9.85332303799997,3.1112460697663313,2.31730656625943,0.152,1147.8,190,5251.4,1.084,0.79,-0.022399999999999996,4.44,254.4706516,47.3678558,2.9413394437234452,7.83,5.458,7.50548,1,0,0,0,1,1,0,1,1,0,0,0
2.0,1.0,8,1.1642556055440596,0.026836653953559674,2.435366204227864,0.0,837.0,190,3896.0,0.54,0.56,-0.27,4.73,175.6436366,20.9652921,5.727316692989705,16.854,12.913,15.989448,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,7,5.556055562626746,0.5294510878891555,2.6442501353889223,0.32,1226.0,138,3717.0,0.5,0.68,-0.3,4.718,32.2977385,-16.3392495,3.3834135152962284,10.8275,2.736,10.1924,1,0,0,0,0,0,0,0,1,0,0,0
1.0,2.0,8,1.4623267304330558,0.04085399400826605,1.63549544675339,0.35,975.0,190,5065.0,0.79,0.88,0.182,4.58,199.1962036,49.8610591,4.931390046144953,11.758,9.701,11.6,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,3,5.2590133683401294,1.2809338454620642,2.4503304013914105,0.22400000000000003,1011.7119999999999,190,5544.0,1.33,0.46,-0.09840000000000002,4.5120000000000005,268.126556,-30.2926941,8.748463629942055,16.4732,15.01963999999999,10.822476,1,1,0,1,1,1,0,1,1,0,0,0
1.0,1.0,8,2.3311443667471665,0.8652017497979628,2.5203542279708007,0.0,1493.0,190,6055.0,1.31,0.93,-0.09,4.23,166.4296276,-5.0794854,5.866980673398377,11.21,10.161,11.3659,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1.0,7,5.014693714223758,0.4408322519454557,2.4755591357647444,0.19,337.0,63,5727.0,1.0,1.01,-0.09,4.44,93.0032173,6.7819742,3.232218415299277,6.87,5.301,6.68303,1,0,0,0,0,0,0,0,0,0,0,0
1.0,4.0,8,2.5862591440482876,0.11952212521867503,1.3297240096314962,0.0796,653.4,190,3914.0,0.51,0.54,-0.13,4.470000000000001,284.9410627,46.5664505,5.818024433278336,15.853,12.63,15.4089,0,0,1,1,0,0,0,0,1,0,0,0
1.0,1.0,7,6.0874562900499205,0.7466879474879752,2.095204494356438,0.09,729.0,190,5282.0,0.98,0.76,0.35,4.34,171.0715576,-1.529761,4.021596434291751,9.1,7.162,8.86823,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,8,1.6242386392926227,0.04430392555652441,1.5390154481375546,0.052162,825.0,190,4360.0,0.7,0.74,0.11,4.55,286.3760037,-41.4376399,4.081949729340252,11.595,8.351,10.9028,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,2.9877475805683043,0.1310282624064041,1.1755733298042381,0.17,708.2,190,6008.0,1.17,1.1,-0.492,4.26,256.1387513,56.842549,4.647242598409933,9.173,7.817,9.07928,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,7,9.85332303799997,2.954910279033736,2.7732157751892865,0.29,1448.0,43,6123.0,1.9520000000000004,1.22,0.3,4.39,28.2106607,-19.507396,3.956250395003155,7.51,6.168,7.37382,1,0,0,0,0,1,0,0,0,0,0,0
1.0,1.0,7,7.681099001536359,1.4516138272405332,1.8133873865526673,0.2,1640.6,190,5955.0,1.1,1.27,-0.13,4.46,154.5874958,12.6209392,3.496822663331824,7.02569,5.564,6.86817,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,7,8.54461378699223,1.9671123567059163,2.5808666490236916,0.607,1112.6,31,6255.0,1.4,1.16,-0.11,4.14,113.9052658,-75.5442707,3.9910559727161696,7.32,6.001,7.1814,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.3342208940557139,0.037295784743696894,1.0750024230289759,0.0,1944.7840000000003,40,5558.0,0.91,0.91,-0.13,4.48,159.3412205,-63.6556923,4.183571122768854,9.412,7.64,9.23501,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,8,1.7269222368140458,0.19004917369927443,0.6151856390902335,0.0407474,748.0,190,5538.0,1.07,1.07,0.18,4.41,291.8481764,44.9682807,5.899979541985754,12.603,10.97,12.4897,0,0,1,1,0,0,0,0,0,0,0,0
1.0,1.0,8,1.6766110598937984,0.05287703960076692,2.4308023907947995,0.0,1534.0,190,5607.0,1.75,1.13,0.19,4.0,33.1540208,-35.3909182,5.795835841646884,11.419,9.667,11.1554,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,7,1.9127255816642694,0.061471322088101056,2.4326976663523903,0.172,1084.4,43,5765.0,1.4140000000000001,1.02,0.19,4.38,5.016937917,-8.0536206,3.1967692655577356,6.47933,4.897,6.29454,1,0,0,0,0,1,0,0,0,0,0,0
1.0,3.0,7,6.070044647230839,0.6981347220709844,2.3695225611632784,0.27,1289.4,121,4640.0,0.68,0.73,0.09,4.71,176.1705487,30.9576484,3.290705202997175,8.97,6.286,8.57069,1,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,7,6.874715424903937,1.078749659571858,2.725086459766222,0.092,1678.7920000000001,190,5576.0,1.16,1.05,0.343,4.33,228.8103897,-70.5203328,3.324708628980275,6.86,5.177,6.67835,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,7,2.0397907360500436,0.0344014267173324,1.6932380782426963,0.29,753.0,178,2953.0,0.16,0.12,-0.08,5.148000000000001,54.0032486,-44.5143104,1.703444862165027,12.7,6.61,10.9889,1,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,3,6.609433931338262,0.7929925155296614,2.701887223850495,0.22399999999999998,1236.312,190,5263.2,1.284,0.16,0.0416,4.378,272.547258,-26.5229319,7.937731775260109,17.02,15.01963999999999,10.108464000000001,1,1,0,1,1,1,0,1,1,0,0,0
2.0,1.0,8,1.6736394893123296,0.04796124928582333,2.053225894861424,0.0,1085.0,190,5326.0,0.88,0.84,0.051,4.48,199.80183,-22.9868431,5.360803783559477,12.341,9.947,11.9978,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,8,2.5571730463294142,0.4899815274068621,1.62924053973028,0.21,1052.2,190,5322.0,0.82,0.88,0.06,4.51,174.9602543,0.603596,5.672728588667063,13.024,11.161,12.8153,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2.0,7,9.85332303799997,2.9193910402972683,2.021948816624807,0.194,650.712,190,5976.6,1.29,0.85,0.08399999999999999,4.017999999999999,43.9140248,26.8723829,3.1580339294495663,7.518,5.427,7.33209,1,0,0,0,1,1,0,1,1,0,0,0
1.0,3.0,7,4.833420674670446,1.2860521405812988,2.4764007995225925,0.22,1077.8,190,5998.0,1.19,1.07,0.09,4.322,84.2992798,-76.938055405,2.958559861199608,5.65,4.241,5.5128,1,0,1,0,0,0,0,0,1,0,0,0
1.0,1.0,8,4.957527519446871,0.42787870294506447,2.492957487977711,0.496,347.0,190,5830.0,0.96,1.01,0.16,4.47,293.2815266,45.3096572,6.827614066457157,14.616,13.101,14.5027,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,2.1829994335872867,0.07232066157962612,2.4647889728688996,0.0,900.0,108,5070.0,0.9,0.89,0.28,4.2,24.1678686,-50.659308,5.137397158413958,12.049,9.935,11.8445,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,2,7.174962261634578,5.442417710521793,2.0655402029485352,0.1204,759.112,129,4045.0,1.064,0.6,-0.34595999999999993,4.462000000000001,339.1025931,47.861683,4.256657553849461,12.368,9.148,11.9484,1,1,0,1,0,1,0,1,1,0,0,0
1.0,1.0,8,0.9479461812161851,0.015578029963318415,1.3172121999324469,0.0062,567.0,190,3101.0,0.22,0.18,0.24,5.03,258.8313991,4.9606795,2.750004354488684,15.1,8.782,13.0089,0,0,0,0,0,0,0,0,0,0,0,0
1.0,5.0,8,3.3120018028576843,0.15554970074096566,1.623340817603092,0.0033,655.6,190,5001.0599999999995,0.9,0.91,0.2068,4.682300000000001,292.8733696,42.9661583,6.808295099830396,15.131,13.518,15.1377,0,0,0,0,1,0,0,1,1,0,0,0
1.0,6.0,7,3.86825918798697,0.21268909341035083,0.9593502213346021,0.138,410.0,190,4699.0,0.78,0.81,0.11,4.57,348.3372026,57.1696255,2.019063686289062,5.56911,3.261,5.2402,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,8,2.855607886253605,0.11952212521867503,1.0438040521731147,0.0796,612.712,190,4075.0,0.52,0.54,-0.0896,4.74,286.7380152,49.9757383,5.776233360314444,15.513,12.36,15.0589,0,0,1,1,0,0,0,1,0,0,0,0
1.0,1.0,8,1.3319675228186962,0.6253090616091528,2.6784840655004434,0.0,904.2,190,5960.0,1.12,1.04,0.24,4.37,274.4055335,36.6214617,5.718132354210486,11.954,10.481,11.8224,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1.0,7,6.615663511433915,1.0715836162801904,2.5129457198128287,0.4,802.112,190,3926.0,38.409499999999994,2.6,-0.25,1.67,348.9259334,58.0432233,6.839879997044988,8.19,4.319,7.49317,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,7,5.895779296973574,0.7466879474879752,1.9357642962112926,0.17,1087.0,190,5020.0,4.75,1.37,0.017999999999999995,3.33,166.1853484,-2.5132966,4.949220777061384,8.21,6.05,7.96991,1,0,0,0,0,0,0,1,0,0,0,0
2.0,1.0,8,1.7258155164895614,0.9119136459698695,2.445472580542593,0.0,1060.6,190,5600.0,0.96,0.71,0.12,4.5,183.3660401,23.055687,5.7748123810890775,12.091,10.532,12.0028,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2.0,8,1.6317784928714854,0.050693114315518116,1.1832597627283945,0.177,1077.0,89,5328.0,0.84,0.94,0.14,4.55,38.1209678,-76.938055405,4.4209263828618806,10.249,8.296,10.0008,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,7,3.888549649242504,0.22314355131420976,2.2578869120703247,0.0,1327.4,190,5250.0,0.88,0.8,0.22,4.45,178.2201971,-50.2927911,4.06296224839343,9.4,7.426,9.16421,1,0,0,0,0,0,0,0,0,0,0,0
2.0,3.0,7,4.802380355275797,0.3890646867403835,2.2689351202390116,0.1528,1192.6,190,5399.0,1.02,0.98,0.39,4.43,117.0309753,50.2169068,5.026495519806854,11.196,9.272,10.9278,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.4717806716199031,0.0374884444109916,2.6198016955481447,0.0,952.0,111,4987.0,0.74,0.66,0.12,4.52,221.0582692,5.6053735,5.729381992956413,13.789,11.612,13.526,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,7,1.7829491050325905,0.058268908123975775,2.0106994711071087,0.09,995.0,190,5602.0,1.02,1.03,0.32,4.44,102.8773483,40.8672284,3.7850960411888677,8.1,6.432,7.91841,1,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,7,8.521293262625063,1.8503427933269523,1.623733291153949,0.343,777.6,190,5611.2,2.016,0.81,0.14678400000000003,3.91,65.1975693,-59.4096776,3.802685703940278,9.36,7.071,9.06573,1,0,0,0,1,1,0,1,1,0,0,0
1.0,2.0,7,6.01518109813936,0.8285518175661483,2.737182977456802,0.46,1497.1040000000003,190,5589.0,2.3,1.96,-0.22,4.01,257.816194,-56.681038,4.165861800368343,7.24,5.509,7.04837,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,8,1.2742963101262514,0.029063533985398605,2.558776498354456,0.04,714.0,190,3635.0,0.49,0.51,-0.09,4.77,317.9001392,68.4020762,4.779056263960944,15.189,11.016,14.3143,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.2525878102989239,0.035367143837291316,2.6892071133007303,0.164,1603.0,190,5665.0,1.25,1.07,0.3,4.25,61.4012482,-14.9267458,6.395049555602636,13.468,11.807,13.2544,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,8,1.360899627099946,0.5324350700417222,2.445472580542593,0.0,675.6,190,5185.0,0.87,1.06,0.27,4.56,206.0940142,48.028565,4.909370084915404,11.856,9.448,11.2795,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1.0,8,1.1934391729160703,0.029519966535991843,2.566179369916737,0.041,1028.0,90,4508.0,0.67,0.68,-0.059,4.62,118.4831501,23.9382192,5.313954467327435,13.802,11.019,13.5442,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,7,2.4603330092868356,0.08846864798760816,2.193349036153884,0.029,1936.4,190,5387.0,0.85,0.92,0.2222,4.52,221.8857975,-0.2820782,3.4927611585151426,8.04,6.234,7.83448,1,0,0,0,0,0,0,1,0,0,0,0
2.0,6.0,8,4.3645174267299085,0.2981768095444224,1.2825991247811255,0.082,430.0,190,5495.0,0.92,0.93,0.07,4.324000000000001,287.6979913,42.3385782,5.647434320702328,12.61,10.871,12.4535,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,8,1.5788493728750195,0.05297188476610572,2.564487712458339,0.0628,612.712,190,6216.0,2.89,1.45,-0.18,3.67,294.3565559,38.9473424,6.671067923014627,11.62,10.195,11.42,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,9,5.615643189089502,0.5916680116100914,2.3343676119847863,0.096,956.8,89,5255.0,0.82,0.94,0.22,4.58,80.1058735,-59.8954326,4.637346917683312,10.701,8.814,10.5784,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,8,2.4547798612727876,1.1297316401257667,1.1246048689423633,0.0,494.0,146,3863.0,0.55,0.56,-0.19,4.78,175.5755995,23.0270335,3.455672940603887,11.58,7.805,10.8269,0,0,1,0,0,0,0,0,0,0,0,0
1.0,1.0,3,6.687787639525121,1.501852701754163,2.4503304013914105,0.154,1294.912,135,5544.0,1.33,0.52,-0.12840000000000001,4.5200000000000005,266.9611667,-33.9350444,8.892855620084674,16.8172,15.01963999999999,10.822476,1,1,0,1,1,1,0,1,1,0,0,0
1.0,1.0,8,1.5374724428663225,0.04554681495597039,2.619000384268699,0.023,1182.0,190,5519.0,0.92,1.01,0.294,4.52,48.4354731,25.1973548,5.708385199182774,13.146,10.815,12.8416,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,8,1.7728828278745306,0.05120629060283102,1.6789639750827108,0.218,612.712,190,4780.0,0.68,0.81,0.31,4.537999999999999,297.7101763,48.0818635,3.6575100387012114,9.46,7.009,9.15098,0,0,0,0,0,0,0,0,1,0,0,0
1.0,1.0,7,2.781790010254155,0.11261414436913436,1.1850824975853056,0.12,891.8,190,5778.33,1.21,0.99,0.018,4.27,273.8847918,45.2088229,3.1906080289192973,6.295,4.756,6.14052,1,0,0,0,0,0,0,0,0,0,0,0
2.0,1.0,8,1.396139983521023,0.039220713153281295,2.5201129055226197,0.0,1550.4,190,5316.0,0.86,0.92,0.3,4.53,222.7673221,5.9473626,5.299181992651135,12.052,10.109,11.9562,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,8,2.5357898601025703,0.10011679133477266,1.4838746894587547,0.14,1445.8,42,6310.0,1.43,1.15,-0.16,4.19,253.7848853,20.491524,4.690411664297357,8.855,7.629,8.76412,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,8,4.961683291831745,0.43928665658367505,2.5505383232168297,0.212,400.0,17,5929.0,1.08,1.11,0.168,4.42,292.1669417,53.4873694,4.702206148499686,9.849,8.281,9.69568,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,7,8.207674424355282,1.7783364488959144,2.1189011335987353,0.04,1276.6,190,5802.0,1.3,1.11,0.19,4.26,57.5962104,17.4752873,3.8633032387807504,7.515,5.969,7.33476,1,0,0,0,0,0,0,0,0,0,0,0
1.0,4.0,8,1.9321207971531915,0.05921185963184608,1.2386640441158663,0.0,862.0,190,5213.0,0.86,0.89,0.168,4.51,251.1158702,70.4299917,5.138277714042718,11.632,9.907,11.7291,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,8,5.340514415247825,0.9018270805531902,1.6094379124341003,0.11,612.712,190,7500.0,1.57,1.59,0.05,4.22,299.8211502,43.8142793,6.392963466946267,11.632,10.851,11.6145,0,0,1,0,0,0,0,0,0,0,0,0
1.0,2.0,3,6.664805116167164,1.4562867329399256,2.4503304013914105,0.31815999999999994,1011.7119999999999,40,5528.0,1.284,0.92,0.0416,4.378,266.406,-24.4472778,8.38958706681109,17.02,15.01963999999999,9.770026,1,1,0,1,1,1,0,1,1,0,0,0
1.0,2.0,9,2.1552445050953364,0.9299371231155964,2.350524903286915,0.05,1376.0,190,5800.0,1.27,1.12,0.2406,4.294,63.374706,-69.2265926,5.38231838361426,10.994,9.598,11.0665,1,0,1,0,0,0,0,1,1,0,0,0
1.0,2.0,3,5.2590133683401294,0.9162907318741551,2.4503304013914105,0.154,1011.7119999999999,190,5544.0,1.33,0.4,-0.09840000000000002,4.5120000000000005,268.75238,-31.4690552,8.764209507142004,16.4732,15.01963999999999,10.822476,1,1,0,1,1,1,0,1,1,0,0,0
1.0,1.0,3,6.52172637929524,1.2412685890696329,2.4503304013914105,0.22399999999999998,1011.7119999999999,190,5536.4,1.284,0.29,0.0416,4.378,264.5600417,-27.1504111,8.818926087090677,16.8172,14.586911999999993,9.770026,1,1,0,1,1,1,0,1,1,0,0,0
2.0,1.0,8,1.5119832408500957,0.03950913309471249,1.7879187698421173,0.0,1143.0,104,5187.0,0.84,0.9,0.1,4.2,328.5174799,-38.3774193,5.778110422613472,13.268,11.305,13.0986,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,7,9.04793908261736,0.9676242925998035,2.456700893857115,0.37,1234.2,190,5756.0,1.7479999999999998,1.33,0.316,4.064,245.1514324,41.0479601,4.858058929939067,8.72,7.603,8.59842,1,0,1,0,1,1,0,1,1,0,0,0
1.0,1.0,8,1.081648480110352,0.018311319771252884,0.8073683246499682,0.31364000000000003,595.0,191,3381.0,0.25,0.24,-0.13,4.87,44.3388743,76.5514045,2.9563467468196976,13.304,8.767,12.2598,0,0,0,1,0,0,0,0,0,0,0,0
2.0,1.0,7,7.497368053308842,1.3790179521491144,1.7736676415270094,0.042,969.8,190,6125.0,1.23,1.08,-0.12,4.26,58.9574779,-65.1863239,4.036266902475655,7.77,6.489,7.638,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,7,6.559615237493242,0.9477893989335261,2.2987486326077606,0.07,1219.6,190,4953.0,5.26,2.53,-0.31,3.4,143.9383526,34.7805902,4.852506712899774,7.62,5.452,7.38096,1,0,0,0,0,0,0,0,0,0,0,0
